"ruleId","displayName","enabled","type","severity","category","source","queryFrequency","queryPeriod","description","body"
"8a8677bd-f892-435c-aa5c-0ccd4415241d","Nishang Reverse TCP Shell in Base64","true","Hunting","none","SecurityEvents","SecurityEvent","none","none","Looks for Base64-encoded commands associated with the Nishang reverse TCP shell.
Ref: https://github.com/samratashok/nishang/blob/master/Shells/Invoke-PowerShellTcp.ps1'
","SecurityEvent
| where EventID == 4688
| where Process in(""powershell.exe"",""powershell_ise.exe"") and CommandLine contains ""-e"" 
| mvexpand SS = split(CommandLine, "" "") 
| where SS matches regex ""[A-Za-z0-9+/]{50,}[=]{0,2}"" 
| extend DecodeString = base64_decodestring(tostring(SS)) 
| extend FinalString = replace(""\\0"", """", DecodeString) 
| where FinalString has ""tcpclient"" and FinalString contains ""$"" and (FinalString contains ""invoke"" or FinalString contains ""iex"") 
| extend timestamp = TimeGenerated, AccountCustomEntity = Account, HostCustomEntity = Computer"
"58ba1343-9ac8-4907-8218-6c0834874d4a","Summary of failed user logons by reason of failure","true","Hunting","none","SecurityEvents","SecurityEvent","none","none","本规则将对Windows 登录失败的记录做摘要总结。 以此来分析可能的横向攻击","let timeframe = 1d;
SecurityEvent
| where TimeGenerated >= ago(timeframe)
| where AccountType == 'User' and EventID == 4625
| extend Reason = case(
SubStatus == '0xc000005e', 'No logon servers available to service the logon request',
SubStatus == '0xc0000062', 'Account name is not properly formatted',
SubStatus == '0xc0000064', 'Account name does not exist',
SubStatus == '0xc000006a', 'Incorrect password',    SubStatus == '0xc000006d', 'Bad user name or password',
SubStatus == '0xc000006f', 'User logon blocked by account restriction',
SubStatus == '0xc000006f', 'User logon outside of restricted logon hours',
SubStatus == '0xc0000070', 'User logon blocked by workstation restriction',
SubStatus == '0xc0000071', 'Password has expired',
SubStatus == '0xc0000072', 'Account is disabled',
SubStatus == '0xc0000133', 'Clocks between DC and other computer too far out of sync',
SubStatus == '0xc000015b', 'The user has not been granted the requested logon right at this machine',
SubStatus == '0xc0000193', 'Account has expirated',
SubStatus == '0xc0000224', 'User is required to change password at next logon',
SubStatus == '0xc0000234', 'Account is currently locked out',
strcat('Unknown reason substatus: ', SubStatus))
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), count() by Reason
| extend timestamp = StartTimeUtc"
"862dcb79-b513-4443-b30c-346ec2a1dfa3","honeypot security alert","true","Detection","Medium","honeypot","Syslog","10m","10m","本规则将检测蜜罐服务安全告警","Syslog
| where Facility =~ 'local0'
| where ProcessName =~ 'honeypot'
| extend rawmesssage = iff(SyslogMessage contains 'message repeated', substring(SyslogMessage,indexof(SyslogMessage,'times: [')+8,strlen(SyslogMessage)-indexof(SyslogMessage,'times: [')-9),SyslogMessage)
| extend id = extractjson( ""$['id']"" ,rawmesssage), event_type= extractjson(""$['event_type']"",rawmesssage), event_type_display_name = extractjson(""$['event_type_display_name']['cn']"",rawmesssage), src_ip = extractjson(""$['src_ip']"",rawmesssage), src_port = extractjson(""$['src_port']"",rawmesssage), dest_ip = extractjson(""$['dest_ip']"",rawmesssage), dest_port = extractjson(""$['dest_port']"",rawmesssage), extra = extractjson(""$['extra']"",rawmesssage), risk_level_value = toint(extractjson(""$['risk_level']"",rawmesssage)), source = extractjson(""$['source']"",rawmesssage)
| extend risk_level = case(risk_level_value == 4, ""高"", 
                           risk_level_value == 3, ""中"", 
                           risk_level_value == 2, ""低"", 
                           ""信息""
                        )
| project EventTime, source, event_type, event_type_display_name, src_ip,  src_port, dest_ip, dest_port, risk_level, extra ,rawmesssage"
"20a82d9f-2a3a-42be-9c77-b283491dc4e9","Alerts related to account","true","Hunting","none","AzureSecurityCenter","SecurityAlert","none","none","本规则将返回来自给定账号相关的任何Azure安全中的的警报,默认查询区间是过去3天","let GetAllAlertsForUser = (suspiciousEventTime:datetime, v_User:string){
//-3d and +6h as some alerts fire after accumulation of events
let v_StartTime = suspiciousEventTime-3d;
let v_EndTime = suspiciousEventTime+6h;
SecurityAlert
| where TimeGenerated between (v_StartTime .. v_EndTime)
// expand JSON properties
| extend Extprop = parsejson(ExtendedProperties)
| extend Computer = iff(isnotempty(toupper(tostring(Extprop[""Compromised Host""]))), toupper(tostring(Extprop[""Compromised Host""])), tostring(parse_json(Entities)[0].HostName))
| extend Account = iff(isnotempty(tolower(tostring(Extprop[""User Name""]))), tolower(tostring(Extprop[""User Name""])), tolower(tostring(Extprop[""user name""])))
| extend IpAddress = tostring(parse_json(ExtendedProperties).[""Client Address""]) 
| where Account contains v_User
| project TimeGenerated, AlertName, Computer, Account, IpAddress, ExtendedProperties 
| extend timestamp = TimeGenerated, AccountCustomEntity = Account, HostCustomEntity = Computer, IPCustomEntity = IpAddress
};
// change datetime value and username value below
GetAllAlertsForUser(now(), toupper(""{user_name}""))"
"4a28dbbb-7616-4f41-bee0-a4e4862a0516","OMI Vulnerability Exploitation","true","Detection","Medium","Heartbeat","Heartbeat","1d","1d","此查询将检查OMS agen版本以避免遇到2021 年 9 月 14 日发布三个提权 (EoP) 漏洞（CVE-2021-38645、CVE-2021-38649、CVE-2021-38648）和一个未经身份验证的远程代码执行（RCE）漏洞（CVE-2021-38647) 。此检测将检查过去一天从所有代理收到的心跳，并为未更新的代理创建警报。","let OMIVulnerabilityPatchVersion = ""OMIVulnerabilityPatchVersion:1.13.40-0"";
Heartbeat
| where Category == ""Direct Agent""
| summarize arg_max(TimeGenerated,*) by Computer
| parse strcat(""Version:"" , Version) with * ""Version:"" Major:long "".""
Minor:long ""."" Patch:long ""-"" *
| parse OMIVulnerabilityPatchVersion with * ""OMIVulnerabilityPatchVersion:""
OMIVersionMajor:long ""."" OMIVersionMinor:long ""."" OMIVersionPatch:long ""-"" *
| where Major <OMIVersionMajor or (Major==OMIVersionMajor and Minor
<OMIVersionMinor) or (Major==OMIVersionMajor and Minor==OMIVersionMinor and
Patch<OMIVersionPatch) 
| project Version, Major,Minor,Patch,
Computer,ComputerIP,OSType,OSName,ResourceId"
"16eeb482-990b-40d4-9280-1875f77adf14","Disabled accounts using Squid proxy","true","Hunting","none","Syslog","Syslog","none","none","本规则将标识被 AAD 记录为禁用账号。但仍被用于Linux Squid proxy进程。回顾时间是7天","let starttime = 14d;
let endtime = 7d;
let disabledAccounts = (){
SigninLogs 
| where TimeGenerated between(ago(starttime) .. ago(endtime))
| where ResultType == 50057
| where ResultDescription =~ ""User account is disabled. The account has been disabled by an administrator."" 
};
let proxyEvents = (){
Syslog
| where TimeGenerated > ago(endtime)
| where ProcessName contains ""squid""
| extend URL = extract(""(([A-Z]+ [a-z]{4,5}:\\/\\/)|[A-Z]+ )([^ :]*)"",3,SyslogMessage), 
         SourceIP = extract(""([0-9]+ )(([0-9]{1,3})\\.([0-9]{1,3})\\.([0-9]{1,3})\\.([0-9]{1,3}))"",2,SyslogMessage), 
         Status = extract(""(TCP_(([A-Z]+)(_[A-Z]+)*)|UDP_(([A-Z]+)(_[A-Z]+)*))"",1,SyslogMessage), 
         HTTP_Status_Code = extract(""(TCP_(([A-Z]+)(_[A-Z]+)*)|UDP_(([A-Z]+)(_[A-Z]+)*))/([0-9]{3})"",8,SyslogMessage),
         User = extract(""(CONNECT |GET )([^ ]* )([^ ]+)"",3,SyslogMessage),
         RemotePort = extract(""(CONNECT |GET )([^ ]*)(:)([0-9]*)"",4,SyslogMessage),
         Domain = extract(""(([A-Z]+ [a-z]{4,5}:\\/\\/)|[A-Z]+ )([^ :\\/]*)"",3,SyslogMessage),
         Bytes = toint(extract(""([A-Z]+\\/[0-9]{3} )([0-9]+)"",2,SyslogMessage)),
         contentType = extract(""([a-z/]+$)"",1,SyslogMessage)
| extend TLD = extract(""\\.[a-z]*$"",0,Domain)
};
proxyEvents 
| where Status !contains 'DENIED'
| join kind=inner disabledAccounts on $left.User == $right.UserPrincipalName
| extend timestamp = TimeGenerated, AccountCustomEntity = UserPrincipalName, URLCustomEntity = URL"
"1dce97e5-6355-497e-a3e4-2f927dcabe81","Rare User Agent strings","true","Hunting","none","AzureMonitor(IIS)","W3CIISLog","none","none","This will check for Rare User Agent strings over the last 3 days.  This can indicate potential probing of your IIS servers.","let timeframe = 3d;
W3CIISLog | where TimeGenerated >= ago(timeframe)
// The below line can be used to exclude local IPs if these create noise
//| where cIP !startswith ""192.168."" and cIP != ""::1""
| where isnotempty(csUserAgent) and csUserAgent !in~ (""-"", ""MSRPC"")
| extend csUserAgent_size = string_size(csUserAgent)
| project TimeGenerated, sSiteName, sPort, csUserAgent, csUserAgent_size, csUserName , csMethod, csUriStem, sIP, cIP, scStatus, 
scSubStatus, scWin32Status, csHost 
| join (
    W3CIISLog | where TimeGenerated >= ago(timeframe) 
	  // The below line can be used to exclude local IPs if these create noise
    //| where cIP !startswith ""192.168."" and cIP != ""::1""
    | where isnotempty(csUserAgent) and csUserAgent !in~ (""-"", ""MSRPC"") 
    | extend csUserAgent_size = string_size(csUserAgent)
    | summarize csUserAgent_count = count() by bin(csUserAgent_size, 1)
    | top 20 by csUserAgent_count asc nulls last 
) on csUserAgent_size
| project TimeGenerated, sSiteName, sPort, sIP, cIP, csUserAgent, csUserAgent_size, csUserAgent_count, csUserName , csMethod, csUriStem, 
scStatus, scSubStatus, scWin32Status, csHost
| extend timestamp = TimeGenerated, IPCustomEntity = cIP, HostCustomEntity = csHost, AccountCustomEntity = csUserName"
"8fde784c-0e9f-407b-9506-be95a905433f","Group created then added to built in domain local or global group","true","Detection","Medium","SecurityEvents","SecurityEvent","1h","1h","标识最近创建的组何时添加到特权内置域本地组或全局组，例如：Enterprise Admins，Cert Publishers 或 DnsAdmins。 请务必验证这是预期的添加。
参考：对于 AD SID 映射 - https://docs.microsoft.com/windows/security/identity-protection/access-control/active-directory-security-groups","let WellKnownLocalSID = ""S-1-5-32-5[0-9][0-9]$"";
let WellKnownGroupSID = ""S-1-5-21-[0-9]*-[0-9]*-[0-9]*-5[0-9][0-9]$|S-1-5-21-[0-9]*-[0-9]*-[0-9]*-1102$|S-1-5-21-[0-9]*-[0-9]*-[0-9]*-1103$|S-1-5-21-[0-9]*-[0-9]*-[0-9]*-498$|S-1-5-21-[0-9]*-[0-9]*-[0-9]*-1000$"";
let GroupAddition = SecurityEvent 
// 4728 - A member was added to a security-enabled global group
// 4732 - A member was added to a security-enabled local group
// 4756 - A member was added to a security-enabled universal group  
| where EventID in (""4728"", ""4732"", ""4756"") 
| where AccountType =~ ""User"" and MemberName == ""-""
// Exclude Remote Desktop Users group: S-1-5-32-555
| where TargetSid !in (""S-1-5-32-555"")
| where TargetSid matches regex WellKnownLocalSID or TargetSid matches regex WellKnownGroupSID
| project GroupAddTime = TimeGenerated, GroupAddEventID = EventID, GroupAddActivity = Activity, GroupAddComputer = Computer, GroupAddTargetAccount = TargetAccount, 
GroupAddTargetSid = TargetSid, GroupAddSubjectAccount = SubjectAccount, GroupAddSubjectUserSid = SubjectUserSid, GroupSid = MemberSid;
let GroupCreated = SecurityEvent
// 4727 - A security-enabled global group was created
// 4731 - A security-enabled local group was created
// 4754 - A security-enabled universal group was created
| where EventID in (""4727"", ""4731"", ""4754"")
| where AccountType =~ ""User""
| project GroupCreateTime = TimeGenerated, GroupCreateEventID = EventID, GroupCreateActivity = Activity, GroupCreateComputer = Computer, GroupCreateTargetAccount = TargetAccount, 
GroupCreateSubjectAccount = SubjectAccount, GroupCreateSubjectUserSid = SubjectUserSid, GroupSid = TargetSid;
GroupCreated
| join (
GroupAddition
) on GroupSid 
| extend timestamp = GroupCreateTime, AccountCustomEntity = GroupCreateSubjectAccount, HostCustomEntity = GroupCreateComputer"
"b7a8b2aa-77cc-4979-b8e6-c0e43e810386","Suspect Mailbox Export on IIS/OWA","true","Hunting","none","AzureMonitor(IIS)","W3CIISLog","none","none","The hunting query looks for suspicious files accessed on a IIS server that might indicate exfiltration hosting.
This technique has been observed when exporting mailbox files from OWA servers.
Reference: https://www.volexity.com/blog/2020/12/14/dark-halo-leverages-solarwinds-compromise-to-breach-organizations/'
","let excludeIps = dynamic([""127.0.0.1"", ""::1""]);
let scriptingExt = dynamic([""aspx"", ""ashx"", ""asp""]);
W3CIISLog
| where csUriStem contains ""/owa/""
//The actor pulls a file back but won't send it any URI params
| where isempty(csUriQuery)
| extend file_ext = tostring(split(csUriStem, ""."")[-1])
//Giving your file a known scripting extension will throw an error
//rather than just serving the file as it will try to interpret the script
| where file_ext !in~ (scriptingExt)
//The actor was seen using image files, but we go wider in case they change this behaviour
//| where file_ext in~ (""jpg"", ""jpeg"", ""png"", ""bmp"")
| extend file_name = tostring(split(csUriStem, ""/"")[-1])
| where file_name != """"
| where cIP !in~ (excludeIps)
| project file_ext, csUriStem, file_name, Computer, cIP, sIP, TenantId, TimeGenerated
| summarize StartTime = min(TimeGenerated), EndTime = max(TimeGenerated), dcount(cIP), AccessingIPs=make_set(cIP), AccessTimes=make_set(TimeGenerated), Access=count() by TenantId, file_name, Computer, csUriStem
//Collection of the exfiltration will occur only once, lets check for 2 accesses in case they mess up
//Tailor this for hunting
| where Access <= 2 and dcount_cIP == 1
| extend timestamp = StartTime"
"5c3ffbdc-0e0f-49eb-8920-e2f311118738","Windows System Time changed on hosts","true","Hunting","none","SecurityEvents","SecurityEvent","none","none","Identifies when the system time was changed on a Windows host which can indicate potential timestomping activities.
Reference: Event ID 4616 is only available when the full event collection is enabled - https://docs.microsoft.com/azure/sentinel/connect-windows-security-events'
","SecurityEvent
| where EventID == 4616
| where not(ProcessName has_any ("":\\Windows\\System32\\svchost.exe"", "":\\Program Files\\VMware\\VMware Tools\\vmtoolsd.exe""))
| summarize StartTime = min(TimeGenerated), EndTime = max(TimeGenerated), count() by Computer, EventID, Activity, Account, AccountType, NewTime, PreviousTime, ProcessName, ProcessId, SubjectAccount, SubjectUserSid, SourceComputerId, _ResourceId
| extend timestamp = StartTime, HostCustomEntity = Computer, AccountCustomEntity = SubjectAccount"
"12fe46d6-f91e-4d17-926e-5c967e1566d3","Rare Audit activity initiated by User","true","Hunting","none","AzureActiveDirectory","AuditLogs","none","none","本规则将当前一天与过去 14 天的AAD审计日志进行比较，以识别新的用户发起的审计活动操作名称、用户主体名称、属性名称、新值。在尝试追踪与添加新用户相关的恶意活动时非常有用。","let current = 1d;
let auditLookback = 14d;
let AuditTrail = AuditLogs 
| where TimeGenerated >= ago(auditLookback) and TimeGenerated < ago(current) 
| extend InitiatedByUser = tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName)
| where isnotempty(InitiatedByUser)
| extend InitiatedByIPAddress = tostring(parse_json(tostring(InitiatedBy.user)).ipAddress)
| extend ModProps = TargetResources.[0].modifiedProperties
| extend UserPrincipalName = tolower(tostring(TargetResources.[0].userPrincipalName))
| extend TargetResourceName = tolower(tostring(TargetResources.[0].displayName))
| mvexpand ModProps
| extend PropertyName = tostring(ModProps.displayName), newValue = replace(""\"""","""",tostring(ModProps.newValue))
| summarize count() by OperationName, InitiatedByUser, InitiatedByIPAddress, UserPrincipalName, PropertyName, newValue, TargetResourceName;
let AccountMods = AuditLogs 
| where TimeGenerated >= ago(current)
| extend InitiatedByUser = tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName)
| where isnotempty(InitiatedByUser)
| extend InitiatedByIPAddress = tostring(parse_json(tostring(InitiatedBy.user)).ipAddress)
| extend ModProps = TargetResources.[0].modifiedProperties
| extend UserPrincipalName = tolower(tostring(TargetResources.[0].userPrincipalName))
| extend TargetResourceName = tolower(tostring(TargetResources.[0].displayName))
| mvexpand ModProps
| extend PropertyName = tostring(ModProps.displayName), newValue = replace(""\"""","""",tostring(ModProps.newValue))
| where PropertyName !in (""TargetId.UserType"", ""StsRefreshTokensValidFrom"", ""LastDirSyncTime"") and (PropertyName != ""Action Client Name"" and newValue != ""\""DirectorySync\"""") and (PropertyName != ""Included Updated Properties"" and newValue != ""\""LastDirSyncTime\"""")
| extend ModifiedProps = pack(""PropertyName"",PropertyName,""newValue"",newValue, ""Id"", Id, ""CorrelationId"", CorrelationId) 
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), Activity = make_bag(ModifiedProps) by Type, InitiatedByUser, InitiatedByIPAddress, UserPrincipalName, Category, OperationName, PropertyName, newValue, TargetResourceName;
let RareAudits = AccountMods | join kind= leftanti (
   AuditTrail 
) on OperationName, InitiatedByUser, InitiatedByIPAddress, UserPrincipalName, PropertyName, newValue;
RareAudits 
| summarize StartTimeUtc = min(StartTimeUtc), EndTimeUtc = max(EndTimeUtc), make_set(Activity) by InitiatedByUser, InitiatedByIPAddress, OperationName, UserPrincipalName, TargetResourceName
| order by UserPrincipalName asc, StartTimeUtc asc
| extend timestamp = StartTimeUtc, AccountCustomEntity = InitiatedByUser, HostCustomEntity = TargetResourceName, IPCustomEntity = InitiatedByIPAddress"
"e6d53324-1306-4279-8158-b454a45745bf","Alerts On Host","true","Hunting","none","AzureSecurityCenter","SecurityAlert","none","none","本规则将返回来自给定虚拟机相关的任何Azure安全中的的警报,默认查询区间是过去3天","let GetAllAlertsOnHost = (suspiciousEventTime:datetime, v_Host:string){
//-3d and +6h as some alerts fire after accumulation of events
let v_StartTime = suspiciousEventTime-3d;
let v_EndTime = suspiciousEventTime+6h;
SecurityAlert
| where TimeGenerated between (v_StartTime .. v_EndTime)
// expand JSON properties
| extend Extprop = parsejson(ExtendedProperties)
| extend Computer = iff(isnotempty(toupper(tostring(Extprop[""Compromised Host""]))), toupper(tostring(Extprop[""Compromised Host""])), tostring(parse_json(Entities)[0].HostName))
| extend Account = iff(isnotempty(tolower(tostring(Extprop[""User Name""]))), tolower(tostring(Extprop[""User Name""])), tolower(tostring(Extprop[""user name""])))
| extend IpAddress = tostring(parse_json(ExtendedProperties).[""Client Address""]) 
| where ExtendedProperties contains v_Host or Entities contains v_Host
| project TimeGenerated, AlertName, Computer, Account, IpAddress, ExtendedProperties
| extend timestamp = TimeGenerated, AccountCustomEntity = Account, HostCustomEntity = Computer, IPCustomEntity = IpAddress
};
// change datetime value and hostname value below
GetAllAlertsOnHost(now(), toupper(""{host_name}""))"
"d7a8a019-78cc-4ef2-9e8c-0b04fa59017a","User Assigned Privileged Role","true","Detection","High","AzureActiveDirectory","AuditLogs","2h","2h","标识何时将新的特权角色分配给用户。 任何符合角色的帐户现在都被授予特权访问权限。 如果分配是意外的或分配到不是帐户持有人负责的角色，请进行调查。 参考：https://docs.microsoft.comazure/active-directory/fundamentals/security-operations-privileged-accounts#things-to-monitor-1","AuditLogs
| where Category =~ ""RoleManagement""
| where AADOperationType in (""Assign"", ""AssignEligibleRole"")
| where ActivityDisplayName has_any (""Add eligible member to role"", ""Add member to role"")
| mv-expand TargetResources
| mv-expand TargetResources.modifiedProperties
| extend displayName_ = tostring(TargetResources_modifiedProperties.displayName)
| where displayName_ =~ ""Role.DisplayName""
| extend RoleName = tostring(parse_json(tostring(TargetResources_modifiedProperties.newValue)))
| where RoleName contains ""Admin""
| extend InitiatingApp = tostring(parse_json(tostring(InitiatedBy.app)).displayName)
| extend Initiator = iif(isnotempty(InitiatingApp), InitiatingApp, tostring(parse_json(tostring(InitiatedBy.user)).userPrincipalName))
| extend Target = tostring(TargetResources.userPrincipalName)
| summarize by bin(TimeGenerated, 1h), OperationName,  RoleName, Target, Initiator, Result
| extend AccountCustomEntity = Target"
"c82bfb9f-1ead-47a7-8434-d5357828bbc2","Rare Custom Script Extension","true","Hunting","none","AzureActivity","AzureActivity","none","none","本规则将查询Azure操作记录来找出在虚拟机上执行自定义脚本扩展，下载并在 Azure 虚拟机上执行脚本的记录。此扩展对于部署后配置、软件安装或任何其他配置或管理任务非常有用。脚本可以从外部链接、Azure 存储、GitHub 下载，或在扩展运行时提供给 Azure 门户。 这也可能被攻击者恶意使用。","let current = 1d;
let Lookback = 14d;
let CustomScriptExecution = AzureActivity 
| where TimeGenerated >= ago(Lookback) 
| where OperationName == ""Microsoft.Compute/virtualMachines/extensions/write""
| extend Settings = tostring(parse_json(tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).settings)))
| parse Settings with * 'fileUris"":[' FileURI ""]"" *
| parse Settings with * 'commandToExecute"":' commandToExecute '}' *
| extend message_ = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).statusMessage)).error)).message);
let LookbackCustomScriptExecution = CustomScriptExecution
| where TimeGenerated >= ago(Lookback) and TimeGenerated < ago(current)
| where isnotempty(FileURI) and isnotempty(commandToExecute)
| summarize max(TimeGenerated), OperationCount = count() by Caller, Resource, CallerIpAddress, FileURI, commandToExecute;
let CurrentCustomScriptExecution = CustomScriptExecution
| where TimeGenerated >= ago(current)
| where isnotempty(FileURI) and isnotempty(commandToExecute)
| project TimeGenerated, ActivityStatus, OperationId, CorrelationId, ResourceId, CallerIpAddress, Caller, OperationName, Resource, ResourceGroup, FileURI, commandToExecute, FailureMessage = message_, HTTPRequest, Settings;
let RareCustomScriptExecution =  CurrentCustomScriptExecution
| join kind= leftanti (LookbackCustomScriptExecution) on Caller, CallerIpAddress, FileURI, commandToExecute;
let IPCheck = RareCustomScriptExecution 
| summarize arg_max(TimeGenerated, OperationName), OperationIds = makeset(OperationId), CallerIpAddresses = makeset(CallerIpAddress) by ActivityStatus, CorrelationId, ResourceId, Caller, Resource, ResourceGroup, FileURI, commandToExecute, FailureMessage
| extend IPArray = arraylength(CallerIpAddresses);
//Get IPs for later summarization so all associated CorrelationIds and Caller actions have an IP.  Success and Fails do not always have IP
let multiIP = IPCheck | where IPArray > 1
| mvexpand CallerIpAddresses | extend CallerIpAddress = tostring(CallerIpAddresses)
| where isnotempty(CallerIpAddresses);
let singleIP = IPCheck | where IPArray <= 1
| mvexpand CallerIpAddresses | extend CallerIpAddress = tostring(CallerIpAddresses);
let FullDetails = singleIP | union multiIP;
//Get IP address associated with successes and fails with no IP listed
let IPList = FullDetails | where isnotempty(CallerIpAddress) | summarize by CorrelationId, Caller, CallerIpAddress;
let EmptyIP = FullDetails | where isempty(CallerIpAddress) | project-away CallerIpAddress;
let IpJoin = EmptyIP | join kind= leftouter (IPList) on CorrelationId, Caller | project-away CorrelationId1, Caller1;
let nonEmptyIP = FullDetails | where isnotempty(CallerIpAddress);
nonEmptyIP | union IpJoin
// summarize all activities with a given CorrelationId and Caller together so we can provide a singular result
| summarize StartTime = min(TimeGenerated), EndTime = max(TimeGenerated), ActivityStatusSet = makeset(ActivityStatus), OperationIds = makeset(OperationIds), FailureMessages = makeset(FailureMessage) by CorrelationId, ResourceId, CallerIpAddress, Caller, Resource, ResourceGroup, FileURI, commandToExecute
| extend timestamp = StartTime, AccountCustomEntity = Caller, IPCustomEntity = CallerIpAddress"
"0a505514-0031-49af-a54e-290f251cba92","New processes observed in last 24 hours","true","Hunting","none","SecurityEvents","SecurityEvent","none","none","本规则将识别出新出现的进程，新进程可能是安装在主机上的良性新程序； 然而，尤其是在通常稳定的环境中，这些新进程可以提供已安装和运行的未经授权/恶意文件。","let starttime = 14d;
let endtime = 1d;
let ProcessCreationEvents=() {
let processEvents=SecurityEvent
| where EventID==4688
| where TimeGenerated >= ago(starttime) 
| project TimeGenerated, ComputerName=Computer,AccountName=SubjectUserName, AccountDomain=SubjectDomainName, FileName=tostring(split(NewProcessName, @'')[(-1)]), ProcessCommandLine = CommandLine, InitiatingProcessFileName=ParentProcessName,InitiatingProcessCommandLine='',InitiatingProcessParentFileName='';
processEvents};
ProcessCreationEvents
| where TimeGenerated >= ago(starttime) and TimeGenerated < ago(endtime)
| summarize HostCount=dcount(ComputerName) by tostring(FileName)
| join kind=rightanti (
    ProcessCreationEvents
    | where TimeGenerated >= ago(endtime)
    | summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), Computers = makeset(ComputerName) , HostCount=dcount(ComputerName) by tostring(FileName)
) on FileName
| project StartTimeUtc, Computers, HostCount, FileName
| extend timestamp = StartTimeUtc"
"0e02298f-94aa-4640-aaa3-1777904f4d65","Azure CloudShell Usage","true","Hunting","none","AzureActiveDirectory","AzureActivity","none","none","This query look for users starting an Azure CloudShell session and summarizes the Azure Activity from that
user account during that timeframe (by default 1 hour). This can be used to help identify abuse of the CloudShell
to modify Azure resources.'
","AzureActivity
   | where ActivityStatusValue == ""Succeeded""
   | where ResourceGroup has ""cloud-shell-storage""
   | where OperationNameValue == ""Microsoft.Storage/storageAccounts/listKeys/action""
   // Change the timekey scope below to get activity for a longer window 
   | summarize by Caller, timekey= bin(TimeGenerated, 1h)
   | join (AzureActivity | where TimeGenerated >= ago(1d)
   | where OperationNameValue != ""Microsoft.Storage/storageAccounts/listKeys/action""
   | where isnotempty(OperationName)
    // Change the timekey scope below to get activity for a longer window 
   | summarize make_set(OperationName) by Caller, timekey=bin(TimeGenerated, 1h)) on Caller, timekey
   | extend timestamp = timekey, AccountCustomEntity = Caller"
